1,CDM GROSS CHARGE AND CASH PAY SECTION,ProcedureCode,ProcedureDescription,Lawson Number,NDC,Revenue Code,CPT Code,, Default Charge , ER Charge , Inpatient Therapy ,Cash Charge
5594,27228573,27228573,SCISSORS MONOPOLAR 21CM 5MM ENDOPATH 360D CURVED ROTATION KNOB RATCHET HANDLE ER,0710-00008,,272,,,339, -   , -   ,136
5595,27228631,27228631,GUIDEWIRE ENDOSCOPIC SENSOR HYDROPHILIC NITINOL PTFE L150 CM L3 CM OD.038 IN URE,0300-00615,,272,,,359, -   , -   ,144
5596,27228649,27228649,STRAP POSITIONING DEVON L60 IN X W4 IN KNEE BODY NONCONDUCTIVE REUSABLE,0900-00415,,272,,,242, -   , -   ,97
5597,27228672,27228672,CANISTER SUCTION BERKELEY SAFETOUCH COLLECTION BOTTLES SEALING CAP,0900-02945,,272,,, -   , -   , -   , -   
5598,27228680,27228680,SUCTION/IRRIGATOR LAPAROSCOPIC UNIVERSAL PLUS L10 FT HANDCONTROL STRAIGHT HANDLE,0900-03273,,272,,,269, -   , -   ,108
5599,27228706,27228706,ELECTRODE ELECTROSURGICAL E-Z CLEAN PTFE STANDARD L6.5 IN OD4 MM BLADE STERILE D,0900-00254,,272,,, -   , -   , -   , -   
5600,27228714,27228714,ELECTRODE ELECTROSURGICAL E-Z CLEAN PTFE STANDARD L33 CM OD5 MM LAPAROSCOPIC STR,0900-00257,,272,,,339, -   , -   ,136
5601,27228821,27228821,RELOAD STAPLER 30MM PROXIMATE TX TITANIUM VASCULAR ENDOSCOPIC LINEAR CUTTER STER,0710-00123,,272,,,387, -   , -   ,155
5602,27228855,27228855,HC PAD VALLEY LAB BOVIE E7507,,,272,,, -   , -   , -   , -   
5603,27228938,27228938,STAPLER INTERNAL 30X2.5MM TITANIUM VASCULAR ENDOSCOPIC LINEAR CUTTER RELOADABLE,0710-00211,,272,,,447, -   , -   ,179
5604,27228979,27228979,TUBE TRACHEOSTOMY SHILEY PEDIATRIC L41 MM OD5.9 MM ID4.0 MM UNCUFF ROUND TIP OBTURATOR SOFT FLANGE STERILE LATEX FREE DISPOSABLE,0400-00178,,272,,,264, -   , -   ,106
5605,27228995,27228995,TRAY BIOPSY 4IN 11GA BONE MARROW GOLDENBERG SNARECOIL STERILE NEEDLE LATEX FREE,0960-00102,,272,,,277, -   , -   ,111
5606,27229035,27229035,TRAY MANOMETER 3 WAY STOPCOCK STERILE,0900-03819,,272,,, -   , -   , -   , -   
5607,27229050,27229050,TROCAR LAPAROSCOPIC 100MM 11MM ENDOPATH XCEL BLADELESS OPTICAL TIP STABILITY SLE,0710-00287,,272,,,226, -   , -   ,90
5608,27229068,27229068,TROCAR LAPAROSCOPIC 100MM 12MM ENDOPATH XCEL BLADELESS STERILE DISPOSABLE,0710-00288,,272,,,226, -   , -   ,90
5609,27229076,27229076,TUBING SUCTION BERKELEY L6 FT OD.5 IN UTERINE COLLECTION SET STERILE DISPOSABLE,2000-00180,,272,,, -   , -   , -   , -   
5610,27229084,27229084,STAPLER SKIN 6.9MM WIDE 35 COUNT ROTATING HEAD STERILE LATEX FREE PROXIMATE DISP,0720-00011,,272,,,226, -   , -   ,90
5611,27229126,27229126,TUBE ENDOTRACHEAL MALLINCKRODT ORAL RAE TAPERGUARD CURVE OD10.2 MM ID7.5 MM TAPE,0400-00422,,272,,, -   , -   , -   , -   
5612,27229142,27229142,TUBING SUCTION PSI-TEC L12 FT STERILE LATEX FREE DISPOSABLE (ORDER IN 10's),0900-02952,,272,,,145, -   , -   ,58
5613,27229159,27229159,TUBING SUCTION CLEARESS ENT,,,272,,,549, -   , -   ,220
5614,27229175,27229175,TUBING IRRIGATION LAMIS PLASTIC L9 IN LARGE BORE BIG BAG 3000 PUMP LUER LOCK STERILE DISPOSABLE,0900-02951,,272,,, -   , -   , -   , -   
5615,27229241,27229241,ELECTRODE ELECTROSURGICAL CAPSURE 30 D OD3 MM LIGAMENT TENDON CLOSE UP TIP INTEG,0900-03732,,272,,,"1,412", -   , -   ,565
5616,27229258,27229258,ELECTRODE ELECTROSURGICAL ARTHROWAND COVAC 50 D OD3 MM SHOULDER WAND INTEGRATED,0900-03257,,272,,,653, -   , -   ,261
5617,27229266,27229266,ELECTRODE ELECTROSURGICAL ARTHROWAND MINIVAC 90 D OD3 MM MENISCAL WAND SUCTION I,0900-03258,,272,,,634, -   , -   ,254
5618,27229274,27229274,ELECTRODE ELECTROSURGICAL ARTHROWAND SUPER TURBOVAC 90 D OD3.75 MM SHOULDER WAND,0900-03256,,272,,,653, -   , -   ,261
5619,27229290,27229290,ELECTRODE ELECTROSURGICAL EVAC 70 XTRA 70 D L10 IN TONSIL ADENOID PLASMA WAND IN,0900-03733,,272,,,754, -   , -   ,302
5620,27229316,27229316,ELECTRODE ELECTROSURGICAL COBLATOR EVAC 70 70 D TONSIL ADENOID PLASMAWAND INTEGR,0900-03322,,272,,,700, -   , -   ,280
5621,27229340,27229340,ELECTRODE ELECTROSURGICAL COBLATOR REFLEX ULTRA 45 WAND SUCTION,0900-03319,,272,,,721, -   , -   ,288
5622,27229357,27229357,ELECTRODE ELECTROSURGICAL COBLATOR II REFLEX ULTRA 55 55 D ENT WAND INTEGRATED C,0900-03320,,272,,,754, -   , -   ,302
5623,27229451,27229451,HMS ACT CARTRIDGE,PERF-10278,,272,,, -   , -   , -   , -   
5624,27229452,27229452,16 FR LV VENT,PERF-10279,,272,,,257, -   , -   ,103
5625,27229453,27229453,HC ADULT ECMO PACK BEQ-T21308,,,272,,,"1,445", -   , -   ,578
5626,27230394,27230394,FILTER BACT-VIRA 22X22  001851,,,272,,, -   , -   , -   , -   
5627,27230436,27230436,MASK MULTIVENT ADULT 001088,,,272,,, -   , -   , -   , -   
5628,27230485,27230485,500 ML STERILE WATER NEBULIZER,,,272,,, -   , -   , -   , -   
5629,27230584,27230584,CONN CIRC 22MM 15MM RT LF,,,272,,, -   , -   , -   , -   
5630,27230585,27230585,HC INNER CANNULA TALKING TRACH,,,272,,, -   , -   , -   , -   
5631,27230777,27230777,HC CONNECTOR 3-WAY STOPCOCK,,,272,,, -   , -   , -   , -   
5632,27230814,27230814,HC DRESSING WOUND 8 X 12,,,272,,, -   , -   , -   , -   
5633,27230830,27230830,HC DRESSING WOUND 4 X 4,,,272,,, -   , -   , -   , -   
5634,27231312,27231312,DISPOSIBLE 5 LEAD EKG,,,272,,,228, -   , -   ,91
5635,27231405,27231405,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL .014 IN L137 CM L20 MM OD6 FR OD,2910-04064,,272,,,"2,586", -   , -   ,"1,034"
5636,27231406,27231406,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137,2910-04065,,272,,,"2,586", -   , -   ,"1,034"
5637,27231407,27231407,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L15 MM ODSEC2 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04066,,272,,,"2,586", -   , -   ,"1,034"
5638,27231408,27231408,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L6 MM ODSEC2.5 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04067,,272,,,"2,586", -   , -   ,"1,034"
5639,27231409,27231409,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L15 MM ODSEC2.5 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04068,,272,,,"2,586", -   , -   ,"1,034"
5640,27231410,27231410,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL .014 IN L137 CM L20 MM OD6 FR OD,2910-04069,,272,,,"2,586", -   , -   ,"1,034"
5641,27231412,27231412,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L15 MM ODSEC3 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04071,,272,,,"2,586", -   , -   ,"1,034"
5642,27231413,27231413,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL .014 IN L137 CM L20 MM OD6 FR OD,2910-04072,,272,,,"2,586", -   , -   ,"1,034"
5643,27231414,27231414,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L10 MM ODSEC3.5 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04073,,272,,,"2,586", -   , -   ,"1,034"
5644,27231415,27231415,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137 CM L15 MM ODSEC3.5 MM RADIOPAQUE RAPID EXCHANGE FLEXIBLE ELECTROPOLISH ACCEPTS .014 IN GUIDEWIRE 6 FR GUIDE CATHETER PTCA,2910-04074,,272,,,"2,586", -   , -   ,"1,034"
5645,27231416,27231416,CATHETER BALLOON DILATATION ANGIOSCULPT NITINOL NYLON RECTANGLE HELIX TAPER L137,2910-04070,,272,,,"2,586", -   , -   ,"1,034"
5646,27231536,27231536,BANDAGE ESMARK 4IN  DYNJ05116,,,272,,, -   , -   , -   , -   
5647,27231973,27231973,BIT DRILL TRIGEN LONG OD4 MM AO PILOT STERILE DISPOSABLE,2950-03997,,272,,,508, -   , -   ,203
5648,27231981,27231981,BIT DRILL TRIGEN SHORT OD4 MM AO PILOT STERILE DISPOSABLE,2950-03998,,272,,,497, -   , -   ,199
5649,27232003,27232003,GUIDEWIRE VASCULAR AMPLATZ STAINLESS STEEL PTFE STRAIGHT L300 CM L7 CM OD.035 IN,0340-00274,,272,,,246, -   , -   ,98
5650,27232004,27232004,APPLIER INTERNAL CLIP 5 MM MEDIUM LARGE,3100-01186,,272,,,184, -   , -   ,74
5651,27232021,27232021,BIT DRILL STAINLESS STEEL LONG L127 MM OD1.6 MM CUTTING STERILE,2950-03920,,272,,,337, -   , -   ,135
5652,27232062,27232062,BIT DRILL STAINLESS STEEL LONG L127 MM OD2 MM TWIST STERILE,2950-03921,,272,,,337, -   , -   ,135
5653,27232070,27232070,BIT DRILL STAINLESS STEEL LONG L127 MM OD2.4 MM CUTTING STERILE,2950-03922,,272,,,337, -   , -   ,135
5654,27232104,27232104,BIT DRILL STAINLESS STEEL L127 MM OD3.2 MM TWIST STERILE,2950-03923,,272,,,337, -   , -   ,135
5655,27232120,27232120,DRILL TWIST STAINLESS STEEL LONG L127 MM OD3.5 MM TWIST STERILE,2950-03924,,272,,,337, -   , -   ,135
5656,27232146,27232146,BIT DRILL STAINLESS STEEL LONG L127 MM OD4 MM TWIST STERILE,2950-03925,,272,,,358, -   , -   ,143
5657,27232153,27232153,BIT DRILL STAINLESS STEEL LONG L127 MM OD4.3 MM CUTTING STERILE,2950-03926,,272,,,358, -   , -   ,143
5658,27232161,27232161,BIT DRILL STAINLESS STEEL LONG L127 MM OD4.7 MM TWIST,2950-03927,,272,,,358, -   , -   ,143
5659,27232278,27232278,BLADE SAW GIGLI L20 IN SPIRAL,0900-03979,,272,,,153, -   , -   ,61
5660,27232286,27232286,BLADE SHAVER L110 MM OD2 MM INFERIOR TURBINATE STRAIGHT ELEVATOR ENDOSCOPIC STER,0900-04099,,272,,,823, -   , -   ,329
5661,27232302,27232302,BLADE SHAVER TRICUT L22.5 CM OD4 MM LARYNGEAL 2 CURVED ANGLED TIP IRRIGATION TUB,0900-04104,,272,,,"1,580", -   , -   ,632
5662,27232328,27232328,BLADE OPHTHALMIC BD SCLEROTOME 3 MM SHARP ALL AROUND MULTISIDED STERILE DISPOSAB,0900-03961,,272,,,120, -   , -   ,48
5663,27232377,27232377,BLADE SHAVER SKIMMER 40 D L110 MM OD4 MM SINUS CURVED STERILE,0900-04102,,272,,,705, -   , -   ,282
5664,27232385,27232385,BLADE SHAVER SKIMMER 15 D L27.5 CM OD3.5 MM SUBGLOTTIC 2 CURVED ANGLED TIP DISTA,0900-04100,,272,,,"1,674", -   , -   ,670
5665,27232427,27232427,BLADE SHAVER TRICUT XPS 5000 RPM L11 CM OD4 MM ETHMOID OSCILLATING STRAIGHT SHAF,0900-04101,,272,,,720, -   , -   ,288
5666,27232435,27232435,BLADE OPHTHALMIC BD BEAVER 60 D W2.5 MM ANGLED SHARP ALL AROUND BEVEL DOWN TYMPA,0900-03966,,272,,,164, -   , -   ,66
5667,27232443,27232443,BLADE SURGICAL BD BEAVER L84 MM X W5 MM STRAIGHT SICKLE EDGE TYMPANOPLASTY STERI,0900-04072,,272,,,134, -   , -   ,54
5668,27232724,27232724,BUTTON SEPTAL SILICONE OD3 CM NASAL 2 PART ADJUSTABLE CRUSTING EPISTAXIS STERILE,0900-04094,,272,,,905, -   , -   ,362
5669,27232740,27232740,CABLE ORTHOPEDIC ACCORD COCR L75 MM OD2 MM TROCHANTERIC CLAMP,0900-03511,,272,,,"1,173", -   , -   ,469
5670,27232757,27232757,CLAMP SURGICAL BULLDOG CABLE DISPOSABLE,0900-04168,,272,,,655, -   , -   ,262
5671,27232773,27232773,CABLE PACING FAS-LOC L6 FT ATRIAL VENTRICULAR SCREW DOWN EXTENSION SAFETY CONNEC,0900-04152,,272,,,228, -   , -   ,91
5672,27232880,27232880,CAP PROTECTIVE 3 MM STEINMANN PIN,2950-03737,,272,,,338, -   , -   ,135
5673,27232922,27232922,CAP PROTECTIVE STERILE 4 MM CONNECTING ROD 5 MM FIXATION PIN,2950-03739,,272,,,329, -   , -   ,132
5674,27232997,27232997,CAP PROTECTIVE GUARD STERILE ORANGE 3/16 IN STEINMANN PIN,0900-02376,,272,,, -   , -   , -   , -   
5675,27233003,27233003,CATHETER ANGIOGRAPHIC TEMPO NYLON .035 IN PIGTAIL MOD CURVE L65 CM OD5 FR 5 SIDE,0300-00295,,272,,,145, -   , -   ,58
5676,27233011,27233011,CATHETER ANGIOGRAPHIC TEMPO NYLON .038 IN SIDEWINDER1 CURVE L100 CM OD5 FR CEREB,0300-00309,,272,,,145, -   , -   ,58
5677,27233029,27233029,CATHETER ANGIOGRAPHIC TEMPO NYLON .038 IN C2 CURVE L65 CM OD5 FR VISCERAL,0300-00300,,272,,,145, -   , -   ,58
5678,27233037,27233037,CATHETER ANGIOGRAPHIC TEMPO NYLON .038 IN C2 CURVE L65 CM OD5 FR VISCERAL 2 SIDE,0300-00301,,272,,,145, -   , -   ,58
5679,27233045,27233045,CATHETER SUPRAPUBIC BD BONNANO L11 IN OD14 GA TRAY PUNCTURE NEEDLE ADAPTER CLAMP,0900-04075,,272,,,290, -   , -   ,116
5680,27233052,27233052,HC CATH DIALY 2LUMN W/CUF 8FX18CM (AKA L0320-00086),,,272,,,586, -   , -   ,234
5681,27233128,27233128,CATHETER URETHRAL MON-A-THERM FOLEYTEMP SILICONE OD14 FR FOLEY TEMPERATURE SENSO,2000-00411,,272,,,129, -   , -   ,52
5682,27233136,27233136,CATHETER EMBOLECTOMY 40CM 3FR FOGARTY 1 LUMEN BALLOON,0310-00254,,272,,,423, -   , -   ,169
5683,27233193,27233193,CATHETER NEPHROSTOMY MALECOT OD26 FR DRAIN 4 WING STERILE LATEX DISPOSABLE,2000-00419,,272,,,119, -   , -   ,48
5684,27233235,27233235,CATHETER THROMBECTOMY PRONTO V3 HYDROPHILIC TAPER L140 CM OD6 FR ODSEC.36 MM PERCUTANEOUS ASPIRATION LARGE EXTRACTION LUMEN DISTAL TIP STERILE ACCEPTS .014 IN GUIDEWIRE,0900-04253,,272,,,"1,464", -   , -   ,586
5685,27233375,27233375,CATHETER DRAINAGE AXIOM SILICONE OD14 FR THORACIC STRAIGHT CLOT STOP STERILE LAT,0300-00803,,272,,,146, -   , -   ,58
5686,27233383,27233383,CATHETER DRAINAGE SILICONE OD16 FR THORACIC STRAIGHT STERILE,0300-00804,,272,,,146, -   , -   ,58
5687,27233391,27233391,CATHETER DRAINAGE SILICONE OD20 FR THORACIC STRAIGHT STERILE,0300-00805,,272,,,146, -   , -   ,58
5688,27233392,27233392,5-0 PC3-PROLENE-8635G,,,272,,, -   , -   , -   , -   
5689,27233400,27233400,FOLEY CRITICORE 16F 5ML (A-ER),,,272,,,198, -   , -   ,79
5690,27233409,27233409,CATHETER DRAINAGE SILICONE OD24 FR THORACIC STRAIGHT STERILE,0300-00806,,272,,,146, -   , -   ,58
5691,27233458,27233458,SYSTEM BONE CEMENT REVOLUTION FEMORAL MIXING KIT BREAKAWAY NOZZLE,0900-03003,,272,,,465, -   , -   ,186
5692,27233466,27233466,CHANNEL WORKING L17.2 CM L13 CM OD4.2 MM ID2.13 MM NEUROENDOSCOPE HIGH RESOLUTIO,0900-04000,,272,,,"5,165", -   , -   ,"2,066"
5693,27233516,27233516,SPONGE SURGICAL L.25 IN X W.25 IN PATTY XRAY STERILE LATEX FREE DISPOSABLE,0900-03960,,272,,,202, -   , -   ,81
5694,27233607,27233607,CARRIER GRAFT MESHGRAFT II DERMACARRIER II 3:1 PLATEAU GROOVE L8 IN X W3 IN SKIN STERILE LATEX FREE DISPOSABLE,0900-04137,,272,,,294, -   , -   ,118
5695,27233649,27233649,DEVICE INFLATION ENCORE 26 L3 IN OD12 FR 20 ML PRESSURE GAUGE LATEX FREE,0380-00081,,272,,,381, -   , -   ,152
5696,27233714,27233714,SYSTEM DRAINAGE TLS SILICONE OD7 FR 15 ML ROUND EVACUATED TUBE RADIOPAQUE STERIL,0900-04183,,272,,,316, -   , -   ,126
5697,27233896,27233896,ELECTRODE ELECTROSURGICAL TUNGSTEN UNIVERSAL L12 CM L2 CM X W.8 CM OD3/32 IN ROU,0900-04038,,272,,,497, -   , -   ,199
5698,27233904,27233904,ELECTRODE ELECTROSURGICAL LETZ UTAHLOOP L11 CM L8 MM X W25 MM OD8 MM SHAFT STERI,0900-04043,,272,,,167, -   , -   ,67
5699,27233920,27233920,HC ELECTRODE LOOP CUT 28F 880-219 (AKA L2000-00253),,,272,,,300, -   , -   ,120
5700,27233953,27233953,ELECTRODE ELECTROSURGICAL USA ELITE SYSTEM VAPORTRODE GROOVE OD24-28 FR VAPORIZATION STERILE DISPOSABLE BLACK HYSTEROSCOPY,2000-00178,,272,,,642, -   , -   ,257
5701,27234043,27234043,ELECTRODE ELECTROSURGICAL E-Z CLEAN PTFE XL STANDARD L2.75 IN OD4 MM BLADE PARTI,0900-01413,,272,,, -   , -   , -   , -   
5702,27234050,27234050,ELECTRODE ELECTROSURGICAL E-Z CLEAN PTFE 30 D L33 CM OD5 MM CURVED LAPAROSCOPIC,0900-03965,,272,,,310, -   , -   ,124
5703,27234100,27234100,PAD GROUNDING CABLE PROBE NAVIGATOR CORD STERILE DISPOSABLE,0900-02022,,272,,,200, -   , -   ,80
5704,27234134,27234134,FILTER ASPIRATOR ACCELERATOR ABSOLUTE DISPOSABLE,0900-04251,,272,,,225, -   , -   ,90
5705,27234233,27234233,FORCEPS SPECIMEN RETRIEVAL TRICEP PTFE L120 CM OD2.4 FR URETERAL STONE 3 PRONG G,0300-00611,,272,,,565, -   , -   ,226
5706,27234241,27234241,PASSER SUTURE GABBAY-FRATER GUIDE ORGANIZER VALVE IMPLANTATION,0900-03903,,272,,,255, -   , -   ,102
5707,27234282,27234282,GUIDEWIRE VASCULAR 145CM .025IN STRAIGHT FIXED CORE STRAIGHT STAINLESS STEEL PTF,0340-00007,,272,,, -   , -   , -   , -   
5708,27234316,27234316,GUIDEWIRE ENDOSCOPIC GLIDEWIRE POLYURETHANE 3 CM ANGLED L150 CM L3 CM OD.035 IN,0340-00227,,272,,,277, -   , -   ,111
5709,27234324,27234324,GUIDEWIRE ENDOSCOPIC GLIDEWIRE HYDROPHILIC L150 CM L3 CM OD.035 IN URETERAL STRA,0300-00726,,272,,,310, -   , -   ,124
5710,27234332,27234332,GUIDEWIRE VASCULAR AMPLATZ SUPER STIFF STAINLESS STEEL PTFE L180 CM L3 CM OD.035,0340-00141,,272,,,412, -   , -   ,165
5711,27234340,27234340,HC GUIDEWIRE AMPLATZ .035X180 STR,,,272,,,390, -   , -   ,156
5712,27234365,27234365,DEVICE POSITIONING ALUMI-HAND ALUMINUM XL L13 IN X W10.5 IN HAND IMMOBILIZER RAD,0900-02436,,272,,,324, -   , -   ,130
5713,27234373,27234373,HANDPIECE ELECTROSURGICAL HARMONIC CURVE L36 CM PIEZOELECTRIC TRANSDUCER NONSTERILE REUSABLE,0900-03135,,272,,,"2,912", -   , -   ,"1,165"
5714,27234381,27234381,HARMONIC ACE HANDACTV 14MM,,,272,,,"1,246", -   , -   ,498
5715,27234415,27234415,ELECTRODE ELECTROSURGICAL HARMONIC SCALPEL ULTRACISION TITANIUM L10 CM OD5 MM BL,0900-03927,,272,,,501, -   , -   ,200
5716,27234423,27234423,ATTACHMENT SAW HARMONIC SCALPEL ULTRACISION TITANIUM OD10 MM HOOK SHARP BLADE SY,0900-03929,,272,,,961, -   , -   ,384
5717,27234431,27234431,DEVICE POSITIONING PRONEVIEW FOAM LARGE CUSHION INSERT PROTECTIVE HELMET SYSTEM,0900-02958,,272,,,277, -   , -   ,111
5718,27234456,27234456,KIT TISSUE CLOSURE COSEAL 8 ML LIQUID POWDER COMPONENT APPLICATOR TIP,0900-03409,,272,,,"2,851", -   , -   ,"1,140"
5719,27234548,27234548,INSERT CLAMP STEALTH FIBRA 3 L60 MM SOFT FLEXIBLE ATRAUMATIC OCCLUSION STERILE D,0900-03981,,272,,,177, -   , -   ,71
5720,27234555,27234555,INSERT CLAMP STEALTH FIBRA 5 L90 MM CARDIOVASCULAR ATRAUMATIC OCCLUSION STERILE,0900-03982,,272,,,189, -   , -   ,76
5721,27234563,27234563,INSERT CLAMP FOGARTY SILICONE RUBBER L61 MM RIDGED LATEX REUSABLE,0900-01920,,272,,,240, -   , -   ,96
5722,27234696,27234696,INTRODUCER SHEATH PEEL-AWAY OD14 FR RADIOPAQUE STERILE DISPOSABLE,0900-03999,,272,,,337, -   , -   ,135
5723,27234787,27234787,TUBING IRRIGATION FMS DUO SET DISPOSABLE,0900-10334,,272,,,277, -   , -   ,111
5724,27234829,27234829,DILATOR LACRIMAL LACRICATH PEDIATRIC OD2 MM LACHRYMAL DUCT CATHETER BALLOON DACR,0900-03978,,272,,,"1,806", -   , -   ,722
5725,27234852,27234852,SCALPEL SURGICAL SATINCRESCENT W2.3 MM ANGLED BEVEL UP FULL HANDLE OPHTHALMIC SA,0900-03913,,272,,,271, -   , -   ,108
5726,27235016,27235016,HC NAVIGATION STEALTH GUIDE,,,272,,,"3,069", -   , -   ,"1,228"
5727,27235230,27235230,PACKING 4X4CM NASAL SINUS STENT DRESSING ABSOEBENT NONWOVEN MEROCEL WHITE HYAFF,1420-00140,,272,,,503, -   , -   ,201
5728,27235248,27235248,PACKING 8X1X2CM LARGE NASAL SLIMLINE RHINO ROCKET STERILE LATEX FOAM,1420-00139,,272,,,160, -   , -   ,64
5729,27235255,27235255,PACKING 5X1.5X2CM MEDIUM NASAL WIDELINE RHINO ROCKET FOAM,1420-00138,,272,,,172, -   , -   ,69
5730,27235263,27235263,PAK ACCESS FRAGMATOME HI PERF,,,272,,,316, -   , -   ,126
5731,27235321,27235321,KIT ACCESSORY PERFLUORON PERFLUORO-N-OCTANE 7 ML PROCEDURAL LIQUID,0900-05828,,272,,,"1,707", -   , -   ,683
5732,27235339,27235339,GAS INTRAOCULAR PERFLUORON PERFLUORO-N-OCTANE 5 ML BLUNT CANNULA SYRINGE STERILE,0900-03368,,272,,,"1,423", -   , -   ,569
5733,27235452,27235452,SYRINGE INFLATION DILATION 14 ATM 60ML,0300-02399,,272,,,296, -   , -   ,118
5734,27235456,27235456,ELECTRODE ELECTROSURGICAL 12 D 30 D LARGE OD24-28 FR ROLLER BALL LOOP RESECTOSCO,0800-01698,,272,,,609, -   , -   ,244
5735,27235458,27235458,ELECTRODE ELECTROSURGICAL 12 D THICK OD24 FR RESECTION LOOP BAND RESECTOSCOPE MO,0800-01702,,272,,,806, -   , -   ,322
5736,27235462,27235462,CATHETER .035IN 8FR 15-16.5-18MM 240CM 5.5CM 3 STAGE 2 RADIOPAQUE MARKER GUIDEWI,0300-02400,,272,,,715, -   , -   ,286
5737,27235464,27235464,BLADE SHAVER TRICUT M4 360 D 5000 RPM L13 CM OD4 MM STRAIGHT SHAFT AUTOMATED ELE,2950-04530,,272,,,"1,204", -   , -   ,482
5738,27235466,27235466,UNIT ELECTROSURGICAL DA VINCI ENDOWRIST OD8 MM VESSEL SEALER CAUTERY DISPOSABLE,2900-09504,,272,,,"1,936", -   , -   ,774
5739,27235479,27235479,HC PROBE CRYOSURGICAL 7CM 60SF7,,,272,C2618,,"8,073", -   , -   ,"3,229"
5740,27235503,27235503,ELECTRODE ELECTROSURGICAL OD9 FR ELECTRO HYDRO THERAPY,0900-02040,,272,,,"2,879", -   , -   ,"1,152"
5741,27235545,27235545,HC PUMP ON-Q EXPANSION KIT,,,272,,,"1,158", -   , -   ,463
5742,27235628,27235628,RESERVOIR AUTOTRANSFUSION 3 L,0900-04252,,272,,,473, -   , -   ,189
5743,27235651,27235651,HOOK RETRACTION LONE STAR 12 MM L12 MM BLUNT ELASTIC STAY STERILE LATEX FREE DIS,0900-02281,,272,,,277, -   , -   ,111
5744,27235669,27235669,HOOK RETRACTION LONE STAR 3 MM SHARP STERILE LATEX FREE DISPOSABLE,0900-02280,,272,,,277, -   , -   ,111
5745,27235677,27235677,HOOK RETRACTION LONE STAR 5 MM SHARP ELASTIC STAY STERILE LATEX FREE DISPOSABLE,0900-00086,,272,,, -   , -   , -   , -   
5746,27235743,27235743,SEALANT APPLICATOR FLOSEAL,,,272,,,299, -   , -   ,120
5747,27235750,27235750,FOLLOWER URETHRAL HEYMAN PLASTIC L13.35 IN OD10-24 FR STRAIGHT TIP SET FOLLOWER,0900-02333,,272,,,387, -   , -   ,155
5748,27235768,27235768,TUBING IRRIGATION L85 IN ID.280 IN 4 LEAD TUBING STERILE LATEX FREE,0900-04063,,272,,,174, -   , -   ,70
5749,27235800,27235800,SHEATH IRRIGATION ENDOSCRUB 2 0 D OD4 MM SINUS SET TUBING STERILE LATEX FREE DIS,0900-04107,,272,,,389, -   , -   ,156
5750,27235818,27235818,TUBING IRRIGATION MALIS L15 FT SET BIPOLAR,0900-04231,,272,,,413, -   , -   ,165
5751,27235859,27235859,SHEATH IRRIGATION ENDO-SCRUB 2 0 D OD4 MM SINUS ENDOSCOPE LENS STERILE LATEX FRE,0900-04105,,272,,,320, -   , -   ,128
5752,27235925,27235925,SHUNT CARDIOVASCULAR FLO-THRU SILICONE L18 MM OD1 MM INTRALUMINAL 1 PIECE RADIOP,0900-04021,,272,,,350, -   , -   ,140
5753,27235941,27235941,SHUNT CARDIOVASCULAR FLO-THRU SILICONE L18 MM OD1.75 MM INTRALUMINAL 1 PIECE RAD,0900-04024,,272,,,350, -   , -   ,140
5754,27235958,27235958,SHUNT CARDIOVASCULAR FLO-THRU SILICONE L18 MM OD2 MM INTRALUMINAL 1 PIECE RADIOP,0900-04025,,272,,,350, -   , -   ,140
5755,27235974,27235974,SHUNT CARDIOVASCULAR FLO-THRU SILICONE L18 MM OD2.5 MM INTRALUMINAL 1 PIECE RADI,0900-04027,,272,,,350, -   , -   ,140
